timestamp,oi_contracts,openInterest,oi_usd
2025-11-10 10:00:00,9957743,995774.3,42686852.6924
2025-11-10 10:05:00,9942934,994293.4,42610443.657
2025-11-10 10:10:00,9936163,993616.3,42448281.9523
2025-11-10 10:15:00,9933928,993392.8,42365222.7416
2025-11-10 10:20:00,9935114,993511.4,42506391.7376
2025-11-10 10:25:00,9927945,992794.5,42517417.257
2025-11-10 10:30:00,9923587,992358.7,42186160.6957
2025-11-10 10:35:00,9934285,993428.5,42056795.5475
2025-11-10 10:40:00,9947394,994739.4,41920307.7948
2025-11-10 10:45:00,9948405,994840.5,41955408.4065
2025-11-10 10:50:00,9941764,994176.4,41967168.3732
2025-11-10 10:55:00,9939314,993931.4,41953844.394
2025-11-10 11:00:00,9977754,997775.4,42100135.2276
2025-11-10 11:05:00,9989086,998908.6,42142954.9254
2025-11-10 11:10:00,10051649,1005164.9,42254116.9013
2025-11-10 11:15:00,10048990,1004899.0,42345438.961
